,neighbourhood,host_name,room_type,neighbourhood_group,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,price
0,81.49253731343283,76.0,1,1,19.666666666666668,-0.1,-1.0384615384615385,-0.15217391304347827,0.3488372093023256,-6.0,3.0,0.8571428571428571,83
1,153.96946564885496,81.0,1,4,9.666666666666666,1.6,-0.5192307692307693,-0.17391304347826086,0.3488372093023256,-5.0,5.0,1.5714285714285714,81
2,81.49253731343283,76.0,1,1,0.3333333333333333,1.8,-0.6730769230769231,-0.15217391304347827,0.3488372093023256,-4.0,3.0,-2.0,69
3,100.390625,170.22222222222223,1,2,-0.2222222222222222,1.2,-0.7692307692307693,0.0,0.3089700996677741,0.0,1.0,-0.5714285714285714,206
4,100.390625,170.22222222222223,1,2,-0.2222222222222222,2.0,-0.6346153846153847,0.0,0.31561461794019935,0.0,0.0,1.8571428571428572,94
5,100.390625,170.22222222222223,1,2,-0.2222222222222222,3.7,-0.326923076923077,0.0,0.2857142857142857,0.0,1.0,0.0,104
6,100.390625,170.22222222222223,1,2,-0.2222222222222222,2.3,-0.576923076923077,0.0,-0.292358803986711,0.0,0.0,1.4285714285714286,208
7,158.63002680965147,49.75,1,2,9.666666666666666,17.2,2.5576923076923075,-0.10869565217391304,-0.6677740863787376,0.0,-2.0,2.2857142857142856,50
8,158.63002680965147,49.75,1,2,9.666666666666666,19.6,2.942307692307692,-0.10869565217391304,-0.4219269102990033,0.0,-3.0,1.8571428571428572,54
9,158.63002680965147,49.75,1,2,9.666666666666666,23.4,3.807692307692307,-0.10869565217391304,-0.3754152823920266,0.0,0.0,2.2857142857142856,42
10,151.44255319148937,66.28125,1,4,1.3333333333333333,1.6,-0.6153846153846155,0.5,0.23588039867109634,0.0,-3.0,0.8571428571428571,44
11,151.44255319148937,66.28125,1,4,3.0,0.8,-0.8461538461538463,0.5,0.053156146179401995,-1.0,2.0,-0.2857142857142857,40
12,100.390625,170.22222222222223,1,2,-0.1111111111111111,1.0,-0.7884615384615385,0.0,-0.06976744186046512,0.0,-6.0,-2.0,417
13,188.7462686567164,51.7,1,4,-0.1111111111111111,12.3,1.5384615384615385,-0.06521739130434782,0.25249169435215946,0.0,1.0,1.0,65
14,151.44255319148937,66.28125,1,4,3.0,1.1,-0.7692307692307693,0.5,0.26578073089701,0.0,-5.0,-1.8571428571428572,44
15,151.44255319148937,66.28125,1,4,3.0,0.8,-0.7884615384615385,0.5,0.23588039867109634,0.0,-3.0,1.7142857142857142,40
16,151.44255319148937,66.28125,1,4,9.666666666666666,0.1,-0.9807692307692307,0.5,0.33554817275747506,-3.0,1.0,1.0,31
17,100.390625,170.22222222222223,1,2,-0.1111111111111111,4.3,-0.09615384615384624,0.0,0.3222591362126246,0.0,1.0,-0.5714285714285714,49
18,161.59859154929578,81.0,1,4,9.666666666666666,-0.2,0.0,-0.17391304347826086,-0.28903654485049834,0.0,0.0,0.0,81
19,188.7462686567164,51.7,1,4,-0.1111111111111111,8.2,1.192307692307692,-0.06521739130434782,0.26578073089701,0.0,0.0,-0.7142857142857143,60
20,188.7462686567164,51.7,1,4,-0.1111111111111111,15.5,2.3076923076923075,-0.06521739130434782,0.2956810631229236,0.0,1.0,0.0,60
21,164.97790055248618,56.0,1,4,9.666666666666666,2.5,-0.3653846153846155,-0.17391304347826086,0.34551495016611294,-2.0,1.0,-1.1428571428571428,56
22,100.390625,170.22222222222223,1,2,-0.2222222222222222,1.4,-0.6923076923076924,0.0,0.132890365448505,0.0,1.0,-1.5714285714285714,104
23,100.390625,37.0,1,2,19.666666666666668,-0.2,0.0,-0.17391304347826086,0.3488372093023256,0.0,0.0,0.0,37
24,91.04575163398692,54.0,1,3,-0.1111111111111111,2.1,-0.5384615384615385,-0.13043478260869565,0.2823920265780731,0.0,1.0,-0.5714285714285714,53
25,153.96946564885496,276.0,2,4,0.1111111111111111,0.9,-0.8076923076923077,-0.17391304347826086,0.3388704318936877,-1.0,-6.0,-1.1428571428571428,276
26,188.7929104477612,159.0,1,4,19.666666666666668,-0.2,0.0,-0.17391304347826086,0.3488372093023256,0.0,0.0,0.0,167
27,153.96946564885496,192.36363636363637,1,4,9.666666666666666,2.6,-0.42307692307692313,-0.17391304347826086,-0.5647840531561462,-2.0,1.0,-0.42857142857142855,100
